Reference,Comment,Locality,Sample,Lithology,Age Minimum,Age Maximum,Age Precise,Age,SiO2,TiO2,CaO,Al2O3,MnO,Fe2O3,FeO,FeO.tot,MgO,Na2O,K2O,P2O5,H20 ,CO2,S,F,C,Corg,LOI,Cu,Pb,Hf,Zr,Nb,Ta,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,Ni,Co,Cr,Sc,Zn,V,Ga,Rb,Sr,Cs,Ba,U,Cl,Mo,As,Sn,W,Li,Be,Bi,B,Sb,Au (ng/g),Cd,Tl,Ag,Re,Ge,In,Te
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-11,Shale,251,306.5,,251,66.72,0.9,0.63,18.87,0.02,3.37,x,3.03,1.91,1.99,4.06,0.12,x,x,x,x,x,x,4.43,12,x,x,255,22,x,40,91.5,160.9,x,x,14.7,2.9,11.2,1.6,x,x,x,x,3.8,0.5,x,26,6,114,x,58,109,x,179,125,5.6,605,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-12,Shale,251,306.5,,251,74.13,0.56,0.37,14,0.01,1.94,x,1.75,0.96,1.83,4.03,0.05,x,x,x,x,x,x,2.56,1,x,x,174,15,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,4,90,x,43,61,x,152,129,x,736,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-13,Shale,251,306.5,,251,66.59,1.06,0.36,20.23,0.01,3.13,x,2.82,1.67,0.91,4.37,0.07,x,x,x,x,x,x,5.58,12,x,x,271,27,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,5,79,x,38,121,x,186,97,x,422,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-14,Shale,251,306.5,,251,53.8,1.07,5.48,20.29,0.04,6.22,x,5.6,5.83,0.18,4.8,0.16,x,x,x,x,x,x,6.24,32,x,x,253,33,x,29,54.2,91.8,x,x,6.9,1.2,6.3,1,x,x,x,x,4.1,0.7,x,23,18,115,x,108,180,x,202,105,11.1,189,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-15,Shale,251,306.5,,251,62.2,1.23,0.41,21.77,0.01,4.79,x,4.31,2.15,0.88,4.84,0.07,x,x,x,x,x,x,6.39,19,x,x,228,29,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,6,104,x,53,169,x,214,102,x,308,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-16,Shale,251,306.5,,251,66.25,1.17,0.36,20.73,0.01,3.52,x,3.17,1.76,0.89,4.26,0.07,x,x,x,x,x,x,5.71,10,x,x,308,27,x,31,51.2,94,x,x,6.4,1,5.3,0.8,x,x,x,x,3.9,0.6,x,13,4,92,x,40,107,x,174,112,10.5,309,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Upper permian shales
, Salt Range, Pakistan",P-17,Shale,251,306.5,,251,63.8,1.23,0.39,22.2,0.01,3.46,x,3.11,2.03,0.78,4.63,0.06,x,x,x,x,x,x,6.09,9,x,x,239,29,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,5,84,x,41,139,x,180,102,x,303,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-21,Shale,250.4,251,,250.4,65.33,0.94,0.43,17.5,0.02,5.73,x,5.16,2.59,1.07,4.35,0.14,x,x,x,x,x,x,5.4,43,x,x,187,20,x,25,44.6,86.9,x,x,6.4,1.1,5.8,0.9,x,x,x,x,3.2,0.5,x,30,7,80,x,87,124,x,180,111,7.7,342,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-22,Shale,250.4,251,,250.4,64.7,0.95,0.58,17.23,0.04,5.8,x,5.22,3.04,1.09,4.35,0.21,x,x,x,x,x,x,5.28,48,x,x,184,19,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,8,67,x,116,108,x,174,107,x,376,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-23,Shale,250.4,251,,250.4,65.28,0.95,0.33,17.46,0.04,5.9,x,5.31,2.72,1.13,4.35,0.22,x,x,x,x,x,x,6.01,64,x,x,200,19,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,50,8,74,x,209,135,x,178,120,x,359,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-24,Shale,250.4,251,,250.4,65.54,1.01,0.2,16.75,0.03,6.1,x,5.49,2.51,1.21,4.21,0.22,x,x,x,x,x,x,5.59,48,x,x,221,19,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,33,8,73,x,89,129,x,170,126,x,367,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-25,Shale,250.4,251,,250.4,65.07,1,0.47,17.49,0.03,5.98,x,5.38,2.73,1.09,4.29,0.15,x,x,x,x,x,x,5.88,69,x,x,223,22,x,31,47.9,99.8,x,x,7.5,1.3,7.4,1.2,x,x,x,x,3.6,0.5,x,38,8,72,x,91,124,x,173,107,6.7,381,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-31,Shale,250.4,251,,250.4,65.75,0.96,0.42,17.72,0.02,5.37,x,4.83,2.49,1.1,4.45,0.14,x,x,x,x,x,x,4.94,46,x,x,192,19,x,21,45.4,81.8,x,x,5.1,0.9,4.5,0.7,x,x,x,x,3.3,0.4,x,22,6,72,x,71,114,x,179,117,7.6,374,2.5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-32,Shale,250.4,251,,250.4,62.75,0.9,1.37,18.08,0.03,6.05,x,5.44,2.88,0.99,4.52,0.59,x,x,x,x,x,x,8.24,92,x,x,181,18,x,64,41.6,85.5,x,x,6,1,5.6,0.9,x,x,x,x,3.4,0.6,x,57,10,81,x,68,162,x,176,134,6.3,358,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-33,Shale,250.4,251,,250.4,65.19,0.97,0.58,17.25,0.03,5.7,x,5.13,2.68,1.11,4.37,0.16,x,x,x,x,x,x,4.81,41,x,x,199,18,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,34,8,78,x,95,128,x,177,102,x,377,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-34,Shale,250.4,251,,250.4,64.51,1.01,0.76,17.18,0.05,5.67,x,5.1,2.87,1.19,4.38,0.12,x,x,x,x,x,x,5.04,42,x,x,234,19,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,9,78,x,106,109,x,171,101,x,397,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-35,Shale,250.4,251,,250.4,64.2,0.96,0.36,17.77,0.03,6.04,x,5.43,2.66,1.18,4.48,0.24,x,x,x,x,x,x,5.92,65,x,x,207,19,x,42,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42,8,72,x,94,122,x,181,107,x,372,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-36,Shale,250.4,251,,250.4,68.49,0.95,0.3,15.39,0.02,5.41,x,4.87,2.06,1.43,3.9,0.16,x,x,x,x,x,x,3.91,34,x,x,241,19,x,29,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,6,67,x,93,103,x,160,112,x,383,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-37,Shale,250.4,251,,250.4,63.99,1.04,0.47,17.03,0.03,6.59,x,5.93,2.7,1.25,4.18,0.26,x,x,x,x,x,x,5.72,56,x,x,252,19,x,51,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,47,8,76,x,83,139,x,167,107,x,353,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-38,Shale,250.4,251,,250.4,65.86,0.98,0.41,16.47,0.04,5.73,x,5.16,2.53,1.31,4.13,0.17,x,x,x,x,x,x,4.69,53,x,x,223,21,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,34,8,59,x,100,108,x,168,105,x,408,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-39,Shale,250.4,251,,250.4,63.94,1,0.37,17.9,0.02,6.08,x,5.47,2.86,1.11,4.43,0.14,x,x,x,x,x,x,5.14,47,x,x,188,20,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,8,77,x,92,124,x,188,105,x,396,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-40,Shale,250.4,251,,250.4,63.83,0.97,0.4,17.98,0.04,6.02,x,5.42,2.89,1.09,4.44,0.11,x,x,x,x,x,x,4.82,37,x,x,187,19,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,31,8,77,x,121,127,x,179,101,x,378,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-41,Shale,250.4,251,,250.4,64.01,0.96,0.47,18.14,0.03,6.22,x,5.6,2.37,1.05,4.46,0.12,x,x,x,x,x,x,5.29,74,x,x,186,20,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41,8,70,x,124,146,x,183,140,x,366,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Griesbachian shales, Salt Range, Pakistan",T-42,Shale,250.4,251,,250.4,65.77,1.01,0.39,17.7,0.02,4.9,x,4.41,2.11,1.14,4.54,0.11,x,x,x,x,x,x,4.8,44,x,x,206,20,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,6,72,x,78,118,x,181,185,x,389,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-51,Shale,249.7,250.4,,249.7,66.54,0.98,0.13,18.36,0.02,4.04,x,3.64,2.13,1.16,4.67,0.07,x,x,x,x,x,x,6.91,61,x,x,191,20,x,24,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,5,71,x,70,137,x,182,117,x,398,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-52,Shale,249.7,250.4,,249.7,65.67,0.95,0.29,16.99,0.03,6.7,x,6.03,2.21,1.18,4.17,0.23,x,x,x,x,x,x,4.64,43,x,x,228,17,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,33,7,70,x,91,114,x,176,130,x,375,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-53,Shale,249.7,250.4,,249.7,64.07,0.98,0.18,17.88,0.04,6.56,x,5.9,2.47,1.22,4.24,0.21,x,x,x,x,x,x,6.83,60,x,x,214,18,x,31,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,44,8,79,x,97,131,x,184,96,x,386,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-54,Shale,249.7,250.4,,249.7,63.3,0.96,0.24,19.05,0.03,6.94,x,6.24,2.51,1.06,4.49,0.25,x,x,x,x,x,x,9.78,63,x,x,179,18,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,40,8,76,x,62,156,x,191,103,x,361,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-55,Shale,249.7,250.4,,249.7,62.91,0.95,0.13,19.83,0.04,6.33,x,5.7,2.69,0.94,4.52,0.15,x,x,x,x,x,x,7.96,57,x,x,158,19,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,7,82,x,101,125,x,197,85,x,397,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-56,Shale,249.7,250.4,,249.7,62.61,1.01,0.24,18.97,0.05,6.99,x,6.29,2.48,1.16,4.36,0.19,x,x,x,x,x,x,7.61,45,x,x,202,20,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42,8,83,x,105,124,x,200,94,x,417,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-57,Shale,249.7,250.4,,249.7,63.66,0.98,0.21,19.02,0.04,6.31,x,5.68,2.49,1.19,4.33,0.15,x,x,x,x,x,x,5.93,48,x,x,175,20,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,30,7,78,x,105,92,x,190,93,x,434,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-58,Shale,249.7,250.4,,249.7,63.16,0.98,0.74,18.04,0.04,6.29,x,5.66,2.73,1.27,4.27,0.19,x,x,x,x,x,x,8.71,48,x,x,195,19,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,35,9,78,x,73,118,x,178,108,x,439,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-59,Shale,249.7,250.4,,249.7,58.9,0.87,4.2,17.42,0.09,6.54,x,5.88,4.56,1.06,4.21,0.12,x,x,x,x,x,x,9.2,29,x,x,159,16,x,35,53.1,91.2,x,x,7.7,1.3,6.1,0.9,x,x,x,x,3.5,0.7,x,29,16,81,x,70,90,x,175,122,6.9,322,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-60,Shale,249.7,250.4,,249.7,59.92,0.87,1.09,19.9,0.06,6.82,x,6.14,3.17,0.93,4.78,0.13,x,x,x,x,x,x,6.98,23,x,x,132,18,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,10,91,x,87,121,x,216,93,x,328,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-61,Shale,249.7,250.4,,249.7,63.05,0.97,0.94,17.47,0.07,6.85,x,6.16,2.69,1,4.12,0.2,x,x,x,x,x,x,5.95,20,x,x,231,21,x,83,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,66,10,92,x,180,106,x,213,119,x,2748,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hassan, Shehzad, Hiroaki Ishiga, B. P. Roser, Kaori Dozen, and Takahito Naka. “Geochemistry of Permian–Triassic Shales in the Salt Range, Pakistan: Implications for Provenance and Tectonism at the Gondwana Margin.” Chemical Geology 158, no. 3 (June 24, 1999): 293–314. https://doi.org/10.1016/S0009-2541(99)00057-1.
",,"Dienerian shales, Salt Range, Pakistan",T-62,Shale,249.7,250.4,,249.7,60.53,0.91,0.33,21.25,0.04,7.29,x,6.56,2.82,0.62,4.56,0.13,x,x,x,x,x,x,6.71,30,x,x,127,18,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,38,8,99,x,109,125,x,226,82,x,343,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
