SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
95,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,72.00,0.34,13.88,0.67,,1.85,0.87,2.17,2.03,6.11,5.07,0.15,0.03,0.49,0.35,,,99.43,45.57,,15.00,68.00,,108.00,,43.00,,,,,,,,,,,,,,,,,,,,45.00,,5.00,32.00,5.00,130.00,12.00,3128.00,,,,,,,,,,,,,4.00,,,,,,,39.00,,,,,,192.00,,373.00,,3.00,,,,,,
KODA,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,74.10,0.17,14.36,0.29,,1.41,0.25,2.67,3.13,3.49,2.90,0.15,0.02,0.23,0.30,,,99.75,24.01,,3.00,39.00,,61.00,,21.00,,,,,,,,,,,,,,,,,,,,13.00,,3.00,10.00,6.00,92.00,12.00,1252.00,,,,,,,,,,,,,26.00,,,,,,,32.00,,,,,,84.00,,289.00,,1.00,,,,,,
172II,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,74.00,0.37,12.69,0.43,,2.61,0.79,1.76,2.43,4.72,3.92,0.10,0.05,0.15,0.54,,,99.52,35.08,,12.00,23.00,,46.00,,20.00,,,,,,,,,,,,,,,,,,,,31.00,,5.00,32.00,9.00,129.00,12.00,605.00,,,,,,,,,,,,,24.00,,,,,,,24.00,,,,,,164.00,,89.00,,5.00,,,,,,
Silicic CM,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,65.90,0.64,15.15,1.69,,6.02,2.07,5.67,2.29,1.57,1.30,0.15,0.08,0.23,0.26,,,99.54,38.00,,22.00,26.00,,47.00,,28.00,,,,,,,,,,,,,,,,,,,,104.00,,11.00,69.00,11.00,118.00,14.00,1008.00,,,,,,,,,,,,,21.00,,,,,,,6.00,,,,,,42.00,,372.00,,4.00,,,,,,
Silicic CM,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,73.60,0.66,12.13,0.55,,4.31,1.28,1.09,1.89,4.46,3.70,0.11,0.04,0.18,0.38,,,99.57,34.59,,42.00,32.00,,61.00,,26.00,,,,,,,,,,,,,,,,,,,,82.00,,11.00,43.00,12.00,215.00,14.00,606.00,,,,,,,,,,,,,18.00,,,,,,,32.00,,,,,,168.00,,103.00,,11.00,,,,,,
N148/1,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,72.90,0.07,14.65,0.16,,3.01,0.67,2.92,3.28,1.95,1.62,0.05,0.07,0.16,0.42,,,99.57,28.38,,7.00,36.00,,66.00,,27.00,,,,,,,,,,,,,,,,,,,,13.00,,5.00,65.00,7.00,206.00,14.00,480.00,,,,,,,,,,,,,27.00,,,,,,,30.00,,,,,,53.00,,235.00,,,,,,,,
Silicic CM,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,67.60,0.50,14.31,1.11,,5.48,1.57,4.92,2.84,2.22,1.84,0.09,0.09,0.17,0.27,,,99.62,33.81,,12.00,22.00,,45.00,,26.00,,,,,,,,,,,,,,,,,,,,90.00,,8.00,79.00,6.00,100.00,14.00,620.00,,,,,,,,,,,,,32.00,,,,,,,17.00,,,,,,58.00,,195.00,,8.00,,,,,,
S 51,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-60.00,70.00,,74.60,0.02,14.91,0.14,,0.45,,1.74,3.17,5.20,4.32,0.07,,,,,,100.16,,,,15.00,,21.00,,6.00,,,,,,,,,,,,,,,,,,,,4.00,,,7.00,4.00,24.00,13.00,917.00,,,,,,,,,,,,,5.00,,,,,,,58.00,,,,,,162.00,,164.00,,,,,,,,
Silicic CM,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,72.70,0.33,14.10,0.40,,2.66,0.86,2.61,2.26,3.92,3.25,0.05,0.05,0.21,0.36,,,99.54,36.57,,18.00,40.00,,73.00,,32.00,,,,,,,,,,,,,,,,,,,,35.00,,20.00,28.00,9.00,120.00,13.00,924.00,,,,,,,,,,,,,20.00,,,,,,,34.00,,,,,,122.00,,205.00,,3.00,,,,,,
416,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,58.40,1.34,18.56,0.60,,8.90,2.84,2.79,3.01,3.24,2.69,0.06,0.16,0.31,0.48,,,99.30,36.26,,122.00,39.00,,61.00,,26.00,,,,,,,,,,,,,,,,,,,,194.00,,30.00,81.00,23.00,308.00,22.00,1011.00,,,,,,,,,,,,,22.00,,,,,,,22.00,,,,,,123.00,,308.00,,20.00,,,,,,
CHT6,,,GEOROC,10.1016/j.precamres.2006.05.006,"ISOTOPIC AND GEOCHEMICAL EVIDENCE OF PROTEROZOIC EPISODIC CRUSTAL REWORKING WITHIN THE IRUMIDE BELT OF SOUTH-CENTRAL AFRICA, THE SOUTHERN METACRATONIC BOUNDARY OF AN ARCHAEAN BANGWEULU CRATON",PREC. RESEARCH,542,1521,2500,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,-11,27,0.01,73,0.84,12.7,,5.2,4.68,0.69,1.77,2.61,3.64,3.02,0.18,,0.02,,,,100.11,20.82,,16,57,,121,13.3,51.3,12.6,1.93,10.7,2.11,10.9,1.89,5.24,0.89,6.06,0.86,40.6,3.54,,,,,,11.1,,46.5,55.7,6.38,85.3,23,52.7,20.5,960,34.6,,,2.1,0.03,,2.65,,1.66,,,,61.4,0.44,,,,1.75,,33.4,,,16.9,0.93,,205,3.95,126,0.11,16.7,,,,,,
G 91,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,74.20,0.13,13.61,0.44,,1.57,0.35,1.54,3.87,4.13,3.43,0.10,0.04,0.16,0.36,,,99.54,28.49,,6.00,18.00,,32.00,,16.00,,,,,,,,,,,,,,,,,,,,8.00,,2.00,36.00,4.00,95.00,15.00,800.00,,,,,,,,,,,,,12.00,,,,,,,25.00,,,,,,79.00,,161.00,,7.00,,,,,,
L527,,,,,"Proterozoic mafic-ultramafic intrusions in the Arunta Region, central Australia Part 1: Geological setting and mineral potential",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-22.78,130.90,,49.34,1.81,14.78,1.25,,11.75,7.47,10.13,3.14,0.08,0.07,0.15,0.16,1.18,,,,98.81,53.12,,203.00,5.70,,16.90,2.73,13.30,4.28,1.62,,1.16,6.60,1.43,4.02,,3.66,0.59,,,,,,,,48.00,,327.00,,79.00,36.90,19.00,121.00,19.00,30.00,,,,0.30,,,2.20,,0.11,,,,38.40,,,,,3.30,,,,,0.40,,,4.80,,290.60,,3.40,,,,,,
172VI,,,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,62.20,0.53,15.84,2.59,,7.16,0.36,3.34,4.02,5.18,4.30,0.12,0.17,0.44,0.44,,,98.92,8.23,,4.00,106.00,,197.00,,101.00,,,,,,,,,,,,,,,,,,,,3.00,,2.00,154.00,10.00,1047.00,29.00,1448.00,,,,,,,,,,,,,97.00,,,,,,,27.00,,,,,,172.00,,189.00,,38.00,,,,,,
104,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,58.70,0.96,18.97,1.14,,6.14,3.04,5.41,3.54,2.03,1.69,0.25,0.09,0.26,0.56,,,99.13,46.90,,75.00,56.00,,88.00,,32.00,,,,,,,,,,,,,,,,,,,,107.00,,12.00,100.00,14.00,147.00,25.00,775.00,,,,,,,,,,,,,5.00,,,,,,,11.00,,,,,,96.00,,570.00,,9.00,,,,,,
N156/1,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,74.70,0.20,13.39,0.10,,2.72,0.57,2.62,3.26,2.01,1.67,0.05,0.06,0.15,0.31,,,99.58,27.20,,4.00,45.00,,84.00,,32.00,,,,,,,,,,,,,,,,,,,,14.00,,3.00,24.00,4.00,192.00,12.00,428.00,,,,,,,,,,,,,21.00,,,,,,,26.00,,,,,,59.00,,247.00,,3.00,,,,,,
CO11,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,54.00,1.31,19.20,0.30,,9.88,4.00,7.31,1.97,0.90,0.75,0.29,0.20,0.21,0.72,,,99.06,41.92,,34.00,34.00,,58.00,,32.00,,,,,,,,,,,,,,,,,,,,184.00,,34.00,99.00,20.00,176.00,21.00,534.00,,,,,,,,,,,,,43.00,,,,,,,6.00,,,,,,44.00,,285.00,,12.00,,,,,,
SI 283,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,73.79,0.13,14.77,,,0.86,0.30,1.29,4.19,4.63,3.84,0.04,0.01,,,,,100.01,38.35,,,35.96,,68.24,7.18,27.34,5.68,1.41,5.09,0.86,5.30,1.06,2.80,,2.56,0.40,,,,,,,,,,,,,,,151.00,,1224.00,,,,2.43,,,,,1.93,,,,28.44,,,,,4.59,,27.95,,,12.56,,,245.40,2.91,160.00,,18.74,,,,,,
GM92-390,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,72.45,0.10,15.45,,,1.46,0.32,0.66,3.83,5.56,4.62,0.16,0.02,,,,,100.01,28.10,,,16.71,,27.51,2.73,9.75,2.34,1.25,2.50,0.41,2.52,0.54,1.49,,1.54,0.26,,,,,,,,,,,,,,,135.00,,903.00,,,,2.46,,,,,0.48,,,,11.64,,,,,3.93,,26.44,,,3.33,,,135.70,2.34,84.00,,14.06,,,,,,
SI 326,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,73.15,0.15,14.76,,,1.21,0.58,0.76,4.21,5.10,4.23,0.06,0.03,,,,,100.01,46.08,,,100.40,,187.90,20.18,74.62,12.60,2.46,7.39,0.94,4.57,0.77,1.75,,1.33,0.21,,,,,,,,,,,,,,,243.00,,992.00,,,,0.79,,,,,4.67,,,,20.52,,,,,5.21,,22.31,,,17.09,,,167.10,3.39,518.00,,8.98,,,,,,
5LT276,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,73.35,0.25,14.20,,,1.31,0.84,0.71,2.68,6.53,5.42,0.13,0.01,,,,,100.01,53.34,,,60.42,,121.75,13.12,46.12,7.63,0.82,4.15,0.52,2.46,0.43,0.98,,0.70,0.11,,,,,,,,,,,,,,,169.00,,1001.00,,,,2.91,,,,,3.31,,,,11.99,,,,,4.92,,34.66,,,37.34,,,175.00,0.44,155.00,,11.06,,,,,,
R-15,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,68.92,0.66,15.48,,,3.71,1.47,2.60,3.19,3.75,3.11,0.19,0.04,,,,,100.01,41.40,,,15.21,,27.27,2.71,9.37,1.91,0.42,1.62,0.29,1.67,0.31,0.87,,0.85,0.13,,,,,,,,,,,,,,,62.00,,355.00,,,,3.46,,,,,4.20,,,,9.39,,,,,2.04,,37.82,,,5.03,,,296.60,7.16,93.00,,9.92,,,,,,
GM92-347,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,75.14,0.08,14.67,,,0.51,0.27,0.52,3.15,5.53,4.59,0.14,0.00,,,,,100.01,48.56,,,12.64,,24.76,2.62,9.49,2.41,0.55,2.53,0.47,2.46,0.39,0.94,,0.82,0.12,,,,,,,,,,,,,,,56.00,,304.00,,,,1.99,,,,,2.12,,,,11.06,,,,,1.86,,59.93,,,3.80,,,256.80,0.47,99.00,,6.66,,,,,,
SI 297C,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,77.80,0.50,10.94,,,2.87,1.08,0.93,1.98,3.81,3.16,0.06,0.04,,,,,100.01,40.15,,,43.22,,82.35,9.20,36.45,7.46,1.58,5.20,0.77,4.09,0.77,1.93,,1.63,0.25,,,,,,,,,,,,,,,197.00,,735.00,,,,0.54,,,,,0.63,,,,20.07,,,,,4.42,,13.45,,,4.48,,,103.20,0.74,466.00,,13.05,,,,,,
VS41I,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,71.91,0.33,14.67,,,2.10,0.91,1.49,3.47,4.98,4.13,0.13,0.02,,,,,100.01,43.59,,,53.67,,106.72,11.13,39.18,6.91,0.79,3.58,0.45,2.08,0.33,0.79,,0.64,0.11,,,,,,,,,,,,,,,135.00,,672.00,,,,2.40,,,,,4.36,,,,9.44,,,,,3.96,,36.43,,,27.69,,,234.80,0.69,118.00,,12.52,,,,,,
RP12,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,62.46,0.77,17.13,,,5.56,3.36,4.39,2.99,2.94,2.44,0.34,0.07,,,,,100.01,51.86,,,72.45,,135.74,14.70,57.02,10.74,2.13,7.02,0.94,5.08,0.93,2.31,,1.96,0.30,,,,,,,,,,,,,,,185.00,,1054.00,,,,1.45,,,,,2.66,,,,25.44,,,,,4.89,,19.16,,,13.63,,,141.50,3.47,563.00,,11.08,,,,,,
SI 285,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,64.44,0.72,16.88,,,4.95,2.55,3.54,3.34,3.14,2.61,0.36,0.09,,,,,100.01,47.87,,,42.16,,70.12,6.92,24.24,3.89,0.85,2.91,0.36,1.86,0.32,0.70,,0.59,0.10,,,,,,,,,,,,,,,175.00,,1311.00,,,,1.04,,,,,1.25,,,,8.69,,,,,3.31,,22.67,,,10.51,,,108.10,2.45,329.00,,5.83,,,,,,
150,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,70.43,0.39,14.37,,,2.69,2.32,2.05,3.14,4.38,3.64,0.18,0.06,,,,,100.00,60.59,,,57.38,,101.95,10.60,39.44,7.26,1.59,5.10,0.66,3.51,0.64,1.55,,1.46,0.24,,,,,,,,,,,,,,,174.00,,2678.00,,,,2.89,,,,,5.59,,,,17.19,,,,,4.71,,43.06,,,25.21,,,203.60,4.11,583.00,,12.97,,,,,,
300E,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,66.44,0.50,14.89,,,3.47,2.60,2.79,2.81,6.18,5.13,0.27,0.06,,,,,100.00,57.19,,,52.36,,96.76,10.31,38.32,7.55,1.59,5.37,0.78,4.25,0.77,1.89,,1.39,0.20,,,,,,,,,,,,,,,174.00,,1169.00,,,,1.93,,,,,1.86,,,,20.78,,,,,4.69,,26.13,,,17.19,,,164.30,2.93,383.00,,13.06,,,,,,
142,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,72.71,0.28,14.70,,,1.27,0.47,0.96,3.25,6.22,5.16,0.13,0.02,,,,,100.00,39.75,,,41.88,,75.19,7.57,27.16,5.15,1.11,3.56,0.50,2.76,0.51,1.35,,1.26,0.20,,,,,,,,,,,,,,,141.00,,1285.00,,,,2.42,,,,,6.03,,,,14.57,,,,,4.02,,27.91,,,22.70,,,151.50,6.19,341.00,,12.35,,,,,,
A-12,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,66.84,0.49,16.33,,,3.60,1.85,2.80,3.40,4.43,3.68,0.19,0.07,,,,,100.00,47.81,,,78.29,,139.24,14.05,50.38,8.19,1.65,5.45,0.69,3.58,0.64,1.52,,1.19,0.19,,,,,,,,,,,,,,,241.00,,1243.00,,,,2.18,,,,,1.50,,,,16.66,,,,,6.18,,20.03,,,17.24,,,119.50,1.04,238.00,,11.98,,,,,,
GM92-412,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,62.62,0.88,18.05,,,6.87,2.78,1.17,1.98,5.48,4.55,0.08,0.09,,,,,100.00,41.91,,,32.17,,61.42,6.36,23.62,4.79,1.00,3.87,0.63,3.45,0.70,1.91,,1.77,0.29,,,,,,,,,,,,,,,192.00,,750.00,,,,2.83,,,,,1.60,,,,18.98,,,,,5.77,,21.37,,,12.67,,,128.00,1.36,123.00,,9.95,,,,,,
TV02/47b,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,73.20,0.17,14.96,,,1.19,0.67,1.48,3.37,4.88,4.05,0.07,0.01,,,,,100.00,50.09,,,76.33,,144.51,15.66,60.20,11.08,2.34,7.32,1.01,5.25,0.96,2.31,,1.62,0.24,,,,,,,,,,,,,,,205.00,,602.00,,,,1.02,,,,,2.72,,,,25.73,,,,,5.45,,17.45,,,15.12,,,144.80,3.05,651.00,,11.06,,,,,,
SI 291,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,67.00,0.63,16.44,,,3.20,1.00,1.07,3.37,7.13,5.92,0.12,0.04,,,,,100.00,35.78,,,28.42,,48.82,4.76,16.66,3.10,0.68,2.15,0.31,1.74,0.30,0.79,,0.79,0.13,,,,,,,,,,,,,,,104.00,,1073.00,,,,1.35,,,,,4.68,,,,9.18,,,,,2.99,,44.90,,,21.94,,,222.00,12.56,306.00,,11.24,,,,,,
SI 328,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,77.89,0.04,12.92,,,0.92,0.35,0.26,5.56,2.02,1.68,0.03,0.01,,,,,100.00,40.41,,,116.30,,213.10,22.86,85.18,13.21,2.69,8.06,1.07,5.53,0.97,2.20,,1.72,0.28,,,,,,,,,,,,,,,563.00,,2659.00,,,,0.99,,,,,0.85,,,,24.25,,,,,10.76,,18.15,,,11.36,,,174.60,0.51,235.00,,25.95,,,,,,
Pyk,,metased,,,REGIONAL GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF HIGH-GRADE METAMORPHICS OF THE PRYDZ BAY AREA - THE EXTENT OF PROTEROZOIC REWORKING OF ARCHEAN CONTINENTAL-CRUST IN EAST ANTARCTICA,PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,-80.00,60.00,,68.40,0.55,15.21,0.27,,4.40,0.90,1.01,2.17,6.38,5.30,0.09,0.04,0.22,0.60,,,99.15,26.71,,32.00,44.00,,83.00,,37.00,,,,,,,,,,,,,,,,,,,,57.00,,16.00,29.00,14.00,150.00,13.00,880.00,,,,,,,,,,,,,22.00,,,,,,,21.00,,,,,,305.00,,88.00,,7.00,,,,,,
RP6,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,71.21,0.32,15.58,,,1.53,0.74,1.38,3.84,5.30,4.40,0.09,0.01,,,,,100.00,46.30,,,50.86,,86.90,8.44,29.07,5.48,0.97,3.54,0.45,2.06,0.33,0.75,,0.63,0.10,,,,,,,,,,,,,,,157.00,,1131.00,,,,0.45,,,,,1.17,,,,8.94,,,,,4.39,,36.90,,,18.62,,,164.30,0.21,237.00,,7.96,,,,,,
SI 317,,,,," Geochemical and Nd-Pb-O isotope systematics of granites from the Taltson Magmatic Zone, NE Alberta: implications for early Proterozoic tectonics in western Laurentia",PREC. RESEARCH,,Post-Archean,,Metamorphic,Unknown,Unknown,Granulite,59.50,-110.50,,58.43,0.73,13.80,,,7.33,5.95,5.14,1.69,6.18,5.13,0.63,0.12,,,,,100.00,59.14,,,6.64,,13.39,1.61,6.85,3.12,0.39,4.05,0.92,6.40,1.38,4.16,,4.65,0.71,,,,,,,,,,,,,,,73.00,,118.00,,,,1.18,,,,,6.80,,,,29.50,,,,,4.19,,23.59,,,17.78,,,81.10,0.81,74.00,,41.30,,,,,,
