Supplementary Table 1. Compositions of samples from Archean granulite-facies terrains.,class,continent,ref,SiO2,TiO2,Al2O3,Fe2O3,FeO,TOTAL FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th,U,Sn,tot.,norm,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeO Total,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th no XRF,U no XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503,metased,Antarctica,"Grew, E. S., M. G. Yates, et al. (2006). ""Beryllium and other trace elements in paragneisses and anatectic veins of the ultrahigh-temperature napier complex, Enderby Land, East Antarctica: The role of sapphirine."" Journal of Petrology 47(5): 859-882",73.44,0.31,14.38,3.33,,3.00,0.04,6.00,0.22,0.85,1.21,0.01,,6.20,26.00,,,13.60,162.93,48.45,21.64,12.39,13.79,48.53,206.63,2.99,,,,,,,,,,,,,,,,,,,,,,99.5,,73.8,0.3,14.5,3.3,,3.0,0.0,6.0,0.2,0.9,1.2,0.0,,6.2,26.1,,,13.7,163.8,48.7,21.8,12.5,13.9,48.8,207.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,78.1,,0.822880806,0.022908327,0.15500534,0.566445743,0.712635682,0.6,,,4.301910184,-1.165741544,2.67127979,1.208413742,,1.102830979,-3.141113725,1.797200907,-1.508686295,-0.157077492,0.196061797,-4.822872299,,1.82999073,3.263537976,,,2.615511231,5.098762099,3.885973776,3.079984892,2.522331133,2.62938513,3.887623601,5.336371192,1.100714825,,,,,,,,,,,,,,,,,,,,
139246,,Africa,Bingen et al. 1988 Kasai Craton (Zaire) aluminous rocks,73.46,0.36,13.03,0.19,3.16,3.33,0.07,1.25,2.61,3.29,0.64,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,74.8,0.4,13.3,0.2,3.2,3.4,0.1,1.3,2.7,3.4,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,0.549891486,0.198984266,0.255621553,0.530567296,0.476219996,0.1,,,4.314895215,-1.003497073,2.585408565,-1.642577032,1.168726202,1.221415326,-2.641105863,0.241297726,0.977504396,1.209041739,-0.428132928,-1.814427289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Africa,Kroener et al. (1999) Limpopo granitoids,73.46,0.14,15.31,0.44,0.64,1.04,0.02,0.27,2.18,5.33,2.07,0.02,,,13,37,,2,8,33,20,66,317,5.00,84.00,4.00,,238,,,,,,,,,,,,,,,,,,,,99.8,,73.6,0.1,15.3,0.4,0.6,1.0,0.0,0.3,2.2,5.3,2.1,0.0,,,13.0,37.1,,2.0,8.0,33.1,20.0,66.1,317.5,5.0,84.1,4.0,,238.4,,,,,,,,,,,,,,,,,,,,,,31.7,,0.505764516,0.131065734,0.363580256,0.616462514,0.438004919,0.0,,,4.298383268,-1.964470629,2.730148437,-0.819338324,-0.444644875,0.036924426,-3.910380778,-1.307691092,0.780967105,1.674993466,0.729190835,-3.910380778,,,2.566591585,3.61256014,,0.694789408,2.081083769,3.498149789,2.997374501,4.19129697,5.760544002,1.61108014,4.432459027,1.387936589,,5.473912901,,,,,,,,,,,,,,,,,,
5260,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",73.50,0.42,11.24,0.14,4.80,4.93,0.05,2.07,2.15,2.67,1.78,0.07,,,70,96,,40,24,49,11,63.0,94,30.00,129.00,8.00,,393,28,46,,,,,,,,,,,,,,14,17,1.5,,98.9,,74.3,0.4,11.4,0.1,4.9,5.0,0.1,2.1,2.2,2.7,1.8,0.1,,,70.8,97.1,,40.5,24.3,49.6,11.1,63.7,95.1,30.3,130.5,8.1,,397.5,28.3,46.5,,,,,,,,,,,,,,14.2,,,,,,42.8,,0.526093109,0.18231125,0.294414728,0.557461283,0.455609998,0.0,,,4.308589336,-0.856196638,2.430782774,-1.954808927,1.579919847,1.605825545,-2.984428344,0.738852537,0.776771771,0.993382402,0.587917294,-2.647956108,,,4.259799171,4.575652121,,3.700183383,3.18935776,3.903124227,2.409199202,4.154438656,4.554598712,3.412501311,4.871116334,2.090745471,,5.985113541,3.34350844,3.839945326,,,,,,,,,,,,,,2.650361259,,
10-8,,Europe,"Rollinson 2012, Scourian granulites and gneiss",73.51,0.21,15.04,1.62,,1.46,0.03,0.41,1.97,4.66,2.8,0.06,,2,13,20,3,,,50,21,88,474,9.7,117,5.3,2.4,917,21.8,42,4.58,17.9,2.95,0.68,2.13,0.31,1.75,0.35,1.02,1,0.17,3.1,0.58,20,4.98,0.57,,100.1,,73.4,0.2,15.0,1.6,,1.5,0.0,0.4,2.0,4.7,2.8,0.1,,2.0,13.0,20.0,3.0,,,49.9,21.0,87.9,473.3,9.7,116.8,5.3,2.4,915.6,21.8,41.9,4.6,17.9,2.9,0.7,2.1,0.3,1.7,0.3,1.0,1.0,0.2,3.1,0.6,20.0,5.0,0.6,,,,33.4,,0.512365047,0.122327028,0.364939239,0.621121763,0.443721147,0.0,,,4.295945781,-1.562123419,2.709237648,0.480950479,,0.375367716,-3.508033568,-0.89307379,0.676557872,1.537539777,1.028143747,-2.814886387,,0.69167151,2.563473687,2.994256603,1.097136618,,,3.910547335,3.043046767,4.475861144,6.159731651,2.270650215,4.760698264,1.66623115,0.873993067,6.819631802,3.080434299,3.736193948,1.520223327,2.883325042,1.0803295,-0.387138151,0.754646309,-1.172658652,0.558140117,-1.051297795,0.018326957,-0.001475671,-1.773432513,1.129926441,-0.546202846,2.994256603,1.60395422,-0.563594589
209,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",73.60,0.21,14.10,0.82,1.63,2.37,0.03,0.43,1.82,4.38,2.50,0.07,,,,,,,,,,79.4,204,,,,,530,,,,,,,,,,,,,,,,,,,,99.5,,74.0,0.2,14.2,0.8,1.6,2.4,0.0,0.4,1.8,4.4,2.5,0.1,,,,,,,,,,79.8,205.0,,,,,532.6,,,,,,,,,,,,,,,,,,,,,,24.5,,0.517081256,0.121279427,0.362871426,0.621412054,0.447805504,0.0,,,4.303578817,-1.555713957,2.651108589,-0.193517148,0.493513806,0.866910249,-3.501624106,-0.839036279,0.603770292,1.481982516,0.921224523,-2.654326246,,,,,,,,,,4.379432159,5.323053785,,,,,6.277810798,,,,,,,,,,,,,,,,,,
484-1B,,ASIA,"Hansen 1987 gneiss & charnockite Kabbal, central India",73.6,0.44,13.1,3.25,,2.92,,0.68,2.16,0.04,3.64,3.22,,,,,,,,,,93,128,40.00,116.00,,,,,,,,,,,,,,,,,,,,1.1,0.4,,99.8,,73.7,0.4,13.1,3.3,,2.9,,0.7,2.2,0.0,3.6,3.2,,,,,,,,,,93.2,128.3,40.1,116.2,,,,,,,,,,,,,,,,,,,,1.1,0.4,,,,29.3,,0.622791543,0.186903005,0.190765639,0.50216141,0.539353297,0.2,,,4.300603442,-0.819022136,2.574570647,1.180613413,,1.07503065,,-0.383704064,0.772066638,-3.216917408,1.293942098,1.171339776,,,,,,,,,,4.53455791,4.85398868,3.690837871,4.755548608,,,,,,,,,,,,,,,,,,,,0.097268596,-0.914332315
9-5,,Europe,"Rollinson 2012, Scourian granulites and gneiss",73.63,0.23,14.4,1.69,,1.52,0.02,0.52,2.31,3.99,2.94,0.06,,,18,,3,,,40,18,24,537,0.5,136,0.7,,1302,25.3,35.8,2.93,9.1,0.88,0.87,0.37,0.02,0.09,0.02,0.06,0.07,0.01,2.8,0.01,11,0.08,0.04,,99.6,,73.9,0.2,14.5,1.7,,1.5,0.0,0.5,2.3,4.0,3.0,0.1,,,18.1,,3.0,,,40.2,18.1,24.1,539.0,0.5,136.5,0.7,,1307.0,25.4,35.9,2.9,9.1,0.9,0.9,0.4,0.0,0.1,0.0,0.1,0.1,0.0,2.8,0.0,11.0,0.1,0.0,,,,37.9,,0.508673169,0.148350395,0.343926329,0.598262913,0.440523887,0.0,,,4.302853144,-1.465875377,2.6710288,0.528529122,,0.422946359,-3.908222412,-0.650125874,0.841048118,1.387591824,1.082210174,-2.809610124,,,2.894172351,,1.102412882,,,3.692680047,2.894172351,3.181854423,6.289798688,-0.689346587,4.916455479,-0.352874351,,7.175457416,3.234604989,3.581748487,1.078803016,2.212075007,-0.124032778,-0.135461474,-0.99045168,-3.908222412,-2.404145016,-3.908222412,-2.809610124,-2.655459444,-4.601369593,1.03342001,-4.601369593,2.401695866,-2.521928051,-3.215075232
JN 7614,,S. America,"Sighinolfi, G. P., M. C. H. Figueredo, et al. (1981). ""GEOCHEMISTRY AND PETROLOGY OF THE JEQUIE GRANULITIC COMPLEX (BRAZIL) - AN ARCHEAN BASEMENT-COMPLEX."" Contributions to Mineralogy and Petrology 78(3): 263-271.",73.63,0.22,12.89,2.44,0.22,2.42,0.04,0.12,0.87,2.95,5.84,0.01,,5.0,,,,22,1,43,,191.0,48,98.30,539.00,14.70,,947,,,,,,,,,,,,,,,,,,,,99.0,,74.4,0.2,13.0,2.5,0.2,2.4,0.0,0.1,0.9,3.0,5.9,0.0,,5.1,,,,22.3,1.2,43.2,,193.0,48.7,99.3,544.5,14.9,,956.7,,,,,,,,,,,,,,,,,,,,,,8.1,,0.5047916,0.061743606,0.436013835,0.688409635,0.437162349,0.0,,,4.309249241,-1.503931043,2.566648507,0.902194729,-1.503931043,0.892107963,-3.208679135,-2.110066846,-0.129065377,1.09200186,1.774927487,-4.594973496,,1.619634602,,,,3.105774299,0.192518247,3.766734793,,5.262470118,3.885555711,4.598220717,6.299912261,2.698044184,,6.863495783,,,,,,,,,,,,,,,,,,
ANU92197,,Greenland,"Manning, C.E., Mojzsis, S.J. and Harrison, T.M., 2006. Geology, age and origin of supracrustal rocks at Akilia, West Greenland. American Journal of Science, 306(5): 303-366.",73.66,0.02,0.17,,17.87,17.87,0.28,4.27,2.33,0.08,0.02,0.03,,,,,,,,,,0.22,2.30,1.30,1.30,0.70,,,0.67,1.23,0.13,0.49,0.11,0.06,0.15,0.03,0.16,0.04,0.11,,,,,,,,,98.7,,74.6,0.0,0.2,,18.1,18.1,0.3,4.3,2.4,0.1,0.0,0.0,,,,,,,,,,0.2,2.3,1.3,1.3,0.7,,,0.7,1.2,0.1,0.5,0.1,0.1,0.1,0.0,0.2,0.0,0.1,,,,,,,,,,,29.9,,0.037682328,0.929210031,0.033568394,0.052409557,0.032633853,-0.9,,,4.312241245,-3.899241671,-1.759175508,,2.895904664,2.895904664,-1.260184341,1.464395162,0.858649602,-2.51294731,-3.899241671,-3.493776563,,,,,,,,,,-1.501346398,0.845690457,0.275145599,0.275145599,-0.34389361,,,-0.387696232,0.219795504,-2.050786858,-0.706709822,-2.176475073,-2.800629382,-1.918240202,-3.67609812,-1.801223744,-3.257387785,-2.231534851,,,,,,,
65-150,,Europe,"Pride, C. and G. K. Muecke (1980). ""RARE-EARTH ELEMENT GEOCHEMISTRY OF THE SCOURIAN COMPLEX NW SCOTLAND - EVIDENCE FOR THE GRANITE-GRANULITE LINK."" Contributions to Mineralogy and Petrology 73(4): 403-412.",73.69,0.02,14.49,,0.11,0.11,0.01,0.01,0.2,2.45,8.59,0.01,,0.3,,,,,,,,,,,,,,,7.45,8,,,0.25,1.39,,0.02,,,,0.1,0.02,,,,0.7,,,99.6,,74.0,0.0,14.6,,0.1,0.1,0.0,0.0,0.2,2.5,8.6,0.0,,0.3,,,,,,,,,,,,,,,7.5,8.0,,,0.3,1.4,,0.0,,,,0.1,0.0,,,,0.7,,,,,13.9,,0.514771938,0.012915188,0.473364231,0.7307502,0.445805575,0.0,,,4.30407595,-3.907814161,2.677667601,,-2.203066068,-2.203066068,-4.600961341,-4.600961341,-1.605229068,0.900296869,2.154807581,-4.600961341,,-1.19976396,,,,,,,,,,,,,,,2.012422877,2.083650386,,,-1.382085516,0.333512592,,-3.907814161,,,,-2.298376248,-3.907814161,,,,-0.352466099,
608,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",73.70,0.12,14.60,0.65,0.48,1.06,0.02,0.19,1.57,4.93,3.35,0.05,,,,,,,,,,92.7,308,,,,,390,,,,,,,,,,,,,,,,,,,,99.6,,74.0,0.1,14.7,0.7,0.5,1.1,0.0,0.2,1.6,5.0,3.4,0.1,,,,,,,,,,93.1,309.3,,,,,391.6,,,,,,,,,,,,,,,,,,,,,,24.1,,0.500922528,0.097914886,0.402177467,0.652638731,0.433811635,0.0,,,4.304062328,-2.116204007,2.685081057,-0.426723387,-0.729909646,0.066912255,-3.907963477,-1.656671678,0.455135148,1.599398517,1.213019875,-2.991672745,,,,,,,,,,4.533428001,5.734159312,,,,,5.970206268,,,,,,,,,,,,,,,,,,
MP 45,,ASIA,"Weaver, B. L. (1980). ""RARE-EARTH ELEMENT GEOCHEMISTRY OF MADRAS GRANULITES."" Contributions to Mineralogy and Petrology 71(3): 271-279.",73.70,0.34,13.30,3.43,,3.09,0.06,0.89,1.43,3.20,3.41,0.07,,5.63,,4,,,,38,21,62.0,100,106.00,385.00,13.00,,867,81.7,159,,66,15.90,3.17,19.40,,,,,13.80,1.91,10.60,,15,31.9,,,99.5,,74.1,0.3,13.4,3.4,,3.1,0.1,0.9,1.4,3.2,3.4,0.1,,5.7,,4.0,,,,38.2,21.1,62.3,100.5,106.5,387.0,13.1,,871.5,82.1,159.8,,66.3,16.0,3.2,19.5,,,,,13.9,1.9,10.7,,15.1,,,,,,34.0,,0.536075427,0.104732958,0.360472672,0.628510386,0.464254939,0.1,,,4.305152898,-1.073659562,2.592914134,1.23771036,,1.132127598,-2.808260618,-0.111383717,0.362824543,1.168300909,1.23186239,-2.654109938,,1.733259541,,1.39144446,,,,3.642736259,3.049672537,4.132284484,4.610320285,4.668589193,5.958393433,2.570099456,,6.770189076,4.408204101,5.074054301,,4.194804841,2.771469208,1.158881687,2.970423165,,,,,2.629818691,0.652253341,2.3660041,,2.7132003,,
518,,ASIA,"Condie, K. C., G. P. Bowling, et al. (1986). ""ORIGIN OF GRANITES IN AN ARCHEAN HIGH-GRADE TERRANE, SOUTHERN INDIA."" Contributions to Mineralogy and Petrology 92(1): 93-103.",73.70,0.14,14.00,1.50,,1.35,0.01,0.44,1.57,3.71,4.53,0.06,,1,18,6,2,4,,28,,97.0,215,4.90,136.00,2.60,0.30,737,17,29,,,1.40,0.73,,0.09,,,,0.20,0.03,4.00,0.08,30,26,0.6,,99.5,,74.1,0.1,14.1,1.5,,1.4,0.0,0.4,1.6,3.7,4.6,0.1,,1.0,18.1,5.5,2.4,3.8,,28.1,,97.5,216.1,4.9,136.7,2.6,0.3,740.6,17.1,29.1,,,1.4,0.7,,0.1,,,,0.2,0.0,4.0,0.1,30.1,26.1,0.6,,,,36.8,,0.503403805,0.102574384,0.395250537,0.646952439,0.435960483,0.0,,,4.304917858,-1.961197797,2.643972389,0.410380167,,0.304797405,-4.600255127,-0.816065493,0.455990678,1.315946936,1.515636999,-2.808495658,,0.004915059,2.895286817,1.709663151,0.880383796,1.339916126,,3.337119569,,4.579626038,5.375553087,1.594150264,4.917569945,0.960426504,-1.199057745,6.607502951,2.838128403,3.372210889,,,0.341387296,-0.309795686,,-2.40303055,,,,-1.604522853,-3.501642838,1.39120942,-2.520813585,3.406112441,3.263011597,-0.505910565
5005D,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",73.70,0.18,13.81,0.76,1.10,1.78,0.02,0.17,1.56,3.39,5.17,0.04,,,9,7,,2,5,26,16,154.0,145,5.00,132.00,3.00,,1063,76,115,,,,,,,,,,,,,,46,43,2,,99.8,,73.8,0.2,13.8,0.8,1.1,1.8,0.0,0.2,1.6,3.4,5.2,0.0,,,9.0,7.0,,2.0,5.0,26.0,16.0,154.3,145.3,5.0,132.2,3.0,,1064.9,76.1,115.2,,,,,,,,,,,,,,46.1,,,,,,14.5,,0.496515871,0.102068214,0.401856659,0.650114594,0.429995358,0.0,,,4.301765872,-1.713035355,2.627156041,-0.272673772,0.097073253,0.580535902,-3.910259932,-1.770193769,0.446448895,1.222592995,1.644635762,-3.217112752,,,2.198987651,1.947673222,,0.694910254,1.611200986,3.259859611,2.774351796,5.038715676,4.978496816,1.611200986,4.884564996,1.100375362,,6.970613452,4.332496414,4.746695202,,,,,,,,,,,,,,3.83040447,,
3070,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",73.70,0.05,13.87,1.08,0.40,1.37,0.05,0.42,1.02,3.33,5.71,0.08,,,3,10,,2,3,3,11,129.0,265,24.00,18.00,,,1840,38,43,,,,,,,,,,,,,,39,,,,99.6,,74.0,0.1,13.9,1.1,0.4,1.4,0.1,0.4,1.0,3.3,5.7,0.1,,,3.0,10.0,,2.0,3.0,3.0,11.0,129.5,266.1,24.1,18.1,,,1847.4,38.2,43.2,,,,,,,,,,,,,,39.2,,,,,,35.3,,0.507161058,0.067799557,0.426036735,0.679617264,0.43921436,0.0,,,4.303992909,-2.991742164,2.633718344,0.080951151,-0.912300622,0.320102192,-2.991742164,-0.863510458,0.023792737,1.206962414,1.746209134,-2.521738534,,,1.102602399,2.306575203,,0.69713729,1.102602399,1.102602399,2.401885383,4.863802514,5.583719936,3.18204394,2.894361868,,,7.521510961,3.64157627,3.765190226,,,,,,,,,,,,,,3.667551756,,
431,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",73.73,0.14,14.45,0.64,0.53,1.11,0.01,0.18,1.27,4.12,4.45,0.03,,,,,,,,,,139,170,,,,,620,,,,,,,,,,,,,,,,,,,,99.5,,74.1,0.1,14.5,0.6,0.5,1.1,0.0,0.2,1.3,4.1,4.5,0.0,,,,,,,,,,139.7,170.9,,,,,623.2,,,,,,,,,,,,,,,,,,,,,,22.5,,0.510628934,0.081537332,0.409121855,0.664436322,0.442217629,0.0,,,4.305564314,-1.960958315,2.675848956,-0.441132561,-0.629723731,0.105788706,-4.600015644,-1.709643886,0.244171442,1.421007705,1.498058638,-3.501403355,,,,,,,,,,4.939628475,5.140952979,,,,,6.43487402,,,,,,,,,,,,,,,,,,
TNT-00/128,,ASIA,"Tomson, J.K., Rao, Y.J.B., Kumar, T.V. and Rao, J.M., 2006. Charnockite genesis across the Archaean-Proterozoic terrane boundary in the South Indian Granulite Terrain: Constraints from major-trace element geochemistry and Sr-Nd isotopic systematics. Gondwana Research, 10(1-2): 115-127.",73.74,0.04,13.26,1.02,,0.92,0.01,0.53,2.98,5.10,2.27,0.03,,,,,,,,,,31.00,354.00,1.90,8.30,0.50,,503.00,5.60,8.90,0.80,2.40,0.40,0.80,0.40,0.10,0.30,0.03,0.10,0.10,0.03,,0.50,,,,,98.9,,74.6,0.0,13.4,1.0,,0.9,0.0,0.5,3.0,5.2,2.3,0.0,,,,,,,,,,31.4,358.0,1.9,8.4,0.5,,508.7,5.7,9.0,0.8,2.4,0.4,0.8,0.4,0.1,0.3,0.0,0.1,0.1,0.0,,0.5,,,,,,,50.7,,0.451655475,0.183737481,0.367400484,0.593228221,0.391145116,-0.1,,,4.311830875,-3.207590343,2.596037467,0.031088109,,-0.074494653,-4.593884704,-0.62359279,1.103208783,1.640526022,0.831065314,-3.495272415,,,,,,,,,,3.445272687,5.880582395,0.653139368,2.127540997,-0.681861698,,6.231875652,1.73405208,2.197336759,-0.211858069,0.88675422,-0.90500525,-0.211858069,-0.90500525,-2.291299611,-1.192687322,-3.495272415,-2.291299611,-2.291299611,-3.495272415,,-0.681861698,,,
12195,,Africa,Bingen et al. 1988 Kasai Craton (Zaire) aluminous rocks,73.79,0.45,12.22,,4.05,4.05,0.05,2.15,1.63,3.06,1.57,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,,74.4,0.5,12.3,,4.1,4.1,0.1,2.2,1.6,3.1,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,0.559489998,0.135402193,0.307287396,0.587032395,0.484532552,0.1,,,4.31006217,-0.789668748,2.511912902,,1.40755583,1.40755583,-2.986893325,0.774306791,0.497418963,1.127253865,0.459914568,-1.888281036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R25628,metased,Antarctica,"Grew, E. S., M. G. Yates, et al. (2006). ""Beryllium and other trace elements in paragneisses and anatectic veins of the ultrahigh-temperature napier complex, Enderby Land, East Antarctica: The role of sapphirine."" Journal of Petrology 47(5): 859-882",73.80,0.35,14.70,0.15,3.00,3.13,0.03,3.92,0.29,0.71,2.23,0.02,20.70,13.00,93.00,189.00,,106.00,4.00,31.70,19.50,43.70,30.40,121.10,188.00,31.10,0.14,,,,,,,,,,,,,,,,,,,,,99.2,,74.4,0.4,14.8,0.2,3.0,3.2,0.0,4.0,0.3,0.7,2.2,0.0,20.9,13.1,93.8,190.6,,106.9,4.0,32.0,19.7,44.1,30.7,122.1,189.5,31.4,0.1,,,,,,,,,,,,,,,,,,,,,,,69.0,,0.782644347,0.028072514,0.190680227,0.582002401,0.677789887,0.6,,,4.309552509,-1.041628347,2.696041271,-1.888926207,1.106806066,1.150813382,-3.680685677,1.374285431,-1.229680579,-0.334296531,0.810195363,-3.721507671,3.038327478,2.573143135,4.540793271,5.249940793,,4.671632872,1.394488139,3.464510458,2.978608243,3.78554188,3.422636386,4.804810428,5.24463574,3.445401597,-1.957919079,,,,,,,,,,,,,,,,,,,
3435,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",73.80,0.06,13.58,0.66,1.02,1.61,0.01,0.60,1.63,3.72,3.53,0.04,,,15,24,,5,10,12,13,77.0,177,13.00,77.00,1.00,,736,32,52,,,,,,,,,,,,,,59,15,7,,98.6,,74.9,0.1,13.8,0.7,1.0,1.6,0.0,0.6,1.7,3.8,3.6,0.0,,,15.2,24.3,,5.1,10.1,12.2,13.2,78.1,179.5,13.2,78.1,1.0,,746.6,32.5,52.7,,,,,,,,,,,,,,59.8,,,,,,39.9,,0.516028048,0.112037771,0.375496908,0.633510932,0.446893398,0.0,,,4.31562128,-2.799148168,2.62286067,-0.401252896,0.034065176,0.49289633,-4.590907638,-0.496563075,0.502842563,1.327986217,1.275560419,-3.204613277,,,2.722312749,3.192316379,,1.623700461,2.316847641,2.499169198,2.579211906,4.35806797,5.190412281,2.579211906,4.35806797,0.014262548,,6.615492667,3.479998451,3.965506267,,,,,,,,,,,,,,4.091799992,,
6-2 CH,,ASIA,"Stahle, H. J., M. Raith, et al. (1987). ""ELEMENT MOBILITY DURING INCIPIENT GRANULITE FORMATION AT KABBALDURGA, SOUTHERN INDIA."" Journal of Petrology 28(5): 803-834.",73.80,0.34,12.40,2.29,,2.06,0.05,0.44,1.67,3.30,4.43,0.09,,,26,,,14,,,,104.0,151,20.00,197.00,,,783,56,89,,34,6.30,1.30,,0.72,4.80,0.70,2.40,1.70,0.25,,,,,,,98.6,,74.9,0.3,12.6,2.3,,2.1,0.1,0.4,1.7,3.3,4.5,0.1,,,26.4,,,14.2,,,,105.5,153.2,20.3,199.8,,,794.3,56.8,90.3,,34.5,6.4,1.3,,0.7,4.9,0.7,2.4,1.7,0.3,,,,,,,,,27.6,,0.486477382,0.118459567,0.398633757,0.641872448,0.421301771,0.0,,,4.315655018,-1.064513375,2.531992759,0.842848104,,0.737265342,-2.981435987,-0.806684265,0.527119913,1.208218755,1.502695871,-2.393649322,,,3.272392825,,,2.653353616,,,,4.658687186,5.031576123,3.01002856,5.297500015,,,6.677428983,4.039647977,4.502932656,,3.540656811,1.85484592,0.276660551,,-0.31420778,1.582912205,-0.342378657,0.889765024,0.544924538,-1.371998074,,,,,
8-17-1,,North America,"Rudnick and Taylor, 1986; Taylor et al., 1986 gneiss",73.80,0.12,14.80,,1.20,1.20,,0.32,1.11,3.26,5.48,0.17,,,,,,,,,,196.0,198,8.40,208.00,7.37,2.80,1050,53.5,104,12.1,41.80,6.58,0.64,3.77,0.43,,0.17,0.34,0.21,,6.00,,20.4,22.80,1.86,3.3,100.3,,73.6,0.1,14.8,,1.2,1.2,,0.3,1.1,3.3,5.5,0.2,,,,,,,,,,195.5,197.5,8.4,207.5,7.4,2.8,1047.3,53.4,103.7,12.1,41.7,6.6,0.6,3.8,0.4,,0.2,0.3,0.2,,6.0,,20.3,22.7,1.9,,3.3,,32.2,,0.525455177,0.071869374,0.402028018,0.664755607,0.455057532,0.1,,,4.298762106,-2.122860162,2.692030555,,0.179724931,0.179724931,,-1.142030909,0.101763389,1.17913057,1.698508475,-1.774553468,,,,,,,,,,5.275518033,5.285670405,2.12563508,5.334941454,1.99482108,1.027022791,6.953948817,3.977085028,4.641794273,2.490608827,3.730299714,1.881438119,-0.448883728,1.324478376,-0.846566696,,-1.774553468,-1.081406287,-1.563244374,,1.789162843,,3.012938275,3.12416391,0.617979862
14,,ASIA,"Southern India (Madras charnockite), Howie 1955",73.84,0.09,14.06,,1.55,1.55,,0.41,1.62,2.72,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,74.3,0.1,14.1,,1.6,1.6,,0.4,1.6,2.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,0.522358413,0.109294242,0.369924386,0.631103592,0.452375656,0.0,,,4.308220519,-2.40162568,2.649653815,,0.44457486,0.44457486,,-0.885278191,0.488746078,1.006951809,1.63163119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
